username,country,score,date_written,positive,negative,tags
Héctor,España,6.0,Escrito en 5 de julio de 2025,La ubicación y el apto completo,"Las camas horribles. El sofá cama nada cómodo, el colchón es de risa. Y la cama principal incómodo y colchón deforme difícil de dormir. Y la falta de atención por parte del personal de recepción, solicitamos que subieran a solucionar que no podíamos cerrar la ventana del comedor, el sistema de cierre se había quedado atascado, y pasaron olímpicamente","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 5 noches', '•Enviado por móvil']"
Miguel,España,6.0,Escrito en 3 de julio de 2025,"El apartahotel tiene todo lo necesario para 3 personas,nosotros éramos 2,y muy bien,limpio y muy buena zona","Había un grifo cocina roto,y recepción  vimos a una chica muy poco tiempo,esta hecho este sitio para no molestar a nadie y hacer la entrada y salida por tu cuenta.Una cosa que no me gustó  es que si quieres parking en el hotel tienes que esperar hasta las 3 de la tarde para coincidir con el chek-in de entrada no lo puedes aparcar antes.Y es lo que pasa  en casi todos los hoteles y apartamentos,que tienes que entrar a las 3 de la tarde y salir antes de la 11 de la mañana,osea que se paga por dormir no por día de estancia de 24 horas..","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Emma,España,2.0,Escrito en 3 de julio de 2025,Está cerca del centro y tiene buena relación calidad precio.,"Me encontré el apartamento sucio, con basura del anterior huésped, la cocina por barrer, cubiertos por fregar, elementos de limpieza por la cocina...Lo comento en recepción y tengo que bajar una segunda vez, una hora más tarde, porque no nos han dado solución.Al final, decidimos ir a visitar Vitoria. La recepcionista nos asegura que cuando volvamos los códigos de acceso al edificio y a la habitación funcionarán. Mientras, nos van a buscar una solución de reubicación.Al llegar después de visitar Vitoria, no funcionan los códigos, llamamos por teléfono y nos dicen que van a resolverlo, pero seguimos tirados a la entrada del edificio sin solución. Por fin, al cabo de 30' aparece la recepcionista, nos ayuda a recoger nuestras cosas y a marchar a otro alojamiento.Justificación: la chica de la limpieza era nueva, pero con un checkin a las 15.00, pienso que da tiempo a revisar que todo esté listo, ¿No? Nos piden mil disculpas pero nos vamos desilusionados. Son problemas evitables y mareos innecesarios para el cliente...","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Yohannes,Francia,6.0,Escrito en 24 de junio de 2025,Las instalaciones parecia nuevas y muy limpias,"El aire no funcionaba, demasiado calor en la habitación","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Estudio', '•Estancia de 4 noches', '•Enviado por móvil']"
Carlos,España,1.0,Escrito en 20 de junio de 2025,,"Tuve dos problemas importantes:- el primero q no conseguí poner el aire acondicionado en marcha. Aparentemente en la pantalla todo estaba bien, pero no enfriaba y con 30° C fuera…- el segundo es q aparecí a la mañana todo lleno de picaduras de chinches o pulgas (adjunto foto). Entiendo q esto es debido a la humanización de los perros y a la falta de limpieza o desinfección. A mi no me vuelven a pillar…","['•Viaje de negocios', '•Persona que viaja sola', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Evitadinamita,España,6.0,Escrito en 15 de junio de 2025,La ubicación,Elegimos habitación a patio para evitar ruidos pero el sofá cama estaba roto y nos cambiaron a una que daba a la calle. Entonces había algo más de ruido. Y no salía jabón de la jabonera. Por lo demás todo bien.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
David,España,1.0,Escrito en 14 de junio de 2025,,Como indican otros usuarios la calefacción estaba altisima y el regulador no permitía la regulación y las ventanas solo se podian abatir siendo imposible refrescar en condiciones el apartamento. Muy mala experiencia. Y es una pena porque el apartamento en si estaba muy bien pero evidentemente no pagas para estar incomodo por esa temperatura descontrolada.,"['•Viaje de ocio', '•Persona que viaja sola', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Ruben,España,5.0,Escrito en 14 de junio de 2025,,El precio por las mascotas me parece un abuso,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Estudio', '•Estancia de 4 noches', '•Enviado por móvil']"
Carolina,España,6.0,Escrito en 10 de junio de 2025,La ubicación y terraza,"Toda la gestión es online. Ante una avería que hubo de antena no pudimos ver la televisión. Lo comunicamos por WhatsApp, desde donde se nos comunicó la incidencia, pero en ningún momento hubo solución.
Tampoco hay herramientas para mantener un mínimo de limpieza del apartamento, cosas que viajando con un perrere es muy necesario. Puedo entender que se pague por querer que te cambien toallas y sábanas todos los días, pero una limpieza básica para los que vamos con mascotas, es importante.
El hecho de no haber ningún tipo de personal no nos gustó","['•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 2 noches', '•Enviado por móvil']"
Iaski,Austria,6.0,Escrito en 10 de junio de 2025,"El apartamento en sí está bien, tiene de todo. Está cerca del centro.","Todo se hace online, no hay recepción. Incluso intentan que hagas el check-in con el móvil y saques un selfie tuyo y una foto de tu DNI (se puede hacer en una tablet a la entrada, sin selfie ni escanear nada). Las ventanas dan a la calle y no están bien aisladas con lo que se oye todo el ruido de la discoteca que hay justo debajo, el camión que aparca en la calle, etc. Tampoco hay cortinillas, con lo que o se cierra la cortina gruesa para dormir (y entonces está todo oscuro) o abres y tanto desde la calle como los vecinos de enfrente ven el interior del apartamento.Tampoco hay llave, todo es con código, con lo que tienes que aprenderte un código de 6 cifras cada vez que entras al edificio, habitación o garaje. Incómodo y al mismo precio que otros apartamentos.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches']"
Celsa,España,4.0,Escrito en 7 de junio de 2025,,"LÍBERE, CERO FLEXIBILIDAD  y CERO INTENCION de complacer. En el mismo momento de ejecutar la reserva no reembolsable llamé al establecimiento para solicitar la anulación. No aceptaron. Normal, hasta aquí, todo normal. PERO ...Seguidamente solicité, pagando la diferencia, cambiar a un modelo diferente de apartamento que tenía una cama más. No lo aceptaron. Insistí, y demostraba con capturas de pantalla los precios del cambio que solicitaba y que estaba dispuesta a pagar, y NO aceptaron. Solicité que lo escalaran, ya que no todos tienen autorización para hacer ciertos cambios. Se mantuvieron, NO aceptaron el cambio. Solicité una mesa adicional para facilitar el estudio de las 5 personas que se iban a hospedar para hacer la selectividad, y también obtuve la negativa, NO hubo mesa adicional. Y, cuando llegan los huéspedes de regreso a casa, me confirman que no había ni tan siquiera el escritorio que describe la reserva, ni la plancha. . Resumiendo, no vuelvo a un sitio en el que en ningún momento empatizan con el cliente. EVITARÉ siempre que pueda este grupo de hoteles LIBERE","['•Viaje de ocio', '•Grupo', '•Apartamento de 2 dormitorios', '•Estancia de 4 noches']"
Camilo,España,6.0,Escrito en 5 de julio de 2024,La ubicación y lo nuevo que se veía.,"La falta de limpieza, era muy superficial, daba asco. El aire acondicionado estaba roto, el olor de habitación 311 era insoportable, el ascensor se estropeaba, no habían sábanas de más por si te daba frío y la atención de los trabajadores fue buena, eran muy simpáticos pero que fuese todo digital y telemático era complicado y mis familiares mayores no sabían usarlo con facilidad faltaba alguien en recepción a quien poder ir a consultar físicamente las cosas.","['•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 3 noches', '•Enviado por móvil']"
Ramon,España,6.0,Escrito en 2 de julio de 2024,La habitacion,Que no haya nada de personal,"['•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Elizabeth,España,5.0,Escrito en 30 de junio de 2024,La ubicación y el parking.,No funcionaba el aire acondicionado y el sofa-cama era muy incomodo.,"['•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Raisa,España,5.0,Escrito en 23 de junio de 2024,Muy céntrico.,"Los cristales estaban sucios, una de las mesillas de noche estaba rota y tan inclinada que no se podía usar porque se caía cualquier cosa que posarás en ella. El servicio de habitaciones y el personal directamente no existen. Nos alojamos allí durante el Azkena, fecha en la que inflan los precios.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento Estudio', '•Estancia de 3 noches', '•Enviado por móvil']"
Kike,España,6.0,Escrito en 17 de junio de 2024,La habitación y era amplio,Pedi habitación 2 camas. Y obtuve 1 cama y sofá. No me pudieron adaptar. A pesar de que lo comunique a booking.com.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
Marta,España,6.0,Escrito en 9 de junio de 2024,La ubicación y la distribución. Muy bien equipado para comer allí si querías pero también cerca de todos los lugares para poder hacer turismo de calidad. Con parking muy cómodo,El lavavajillas se estropeó. Sospecho que estaba estropeado desde el principio. Pero fuimos a ponerlo el último día (ya que no hicimos muchas comidas allí). Avisamos y nos dijeron que irian mientras estabamos en la habitación. Nos tuvimos que ir y no había venido nadie. Volvimos y el lavavajillas siguió sin funcionar. Luego nos ofrecieron una devolución del 30% de los días afectados (según ellos el último cuando la realidad es que  no lo usamos en ningun momento). De todas formas dicha ddevolución nunca llegó.,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 5 noches']"
Raquel,España,6.0,Escrito en 2 de junio de 2024,"La ubicación.Es bonito pero poco práctico.","No hay nadie en recepción, si tienes un problema tienes que llamar por teléfono.El sofá cama es muy incómodo, dormimos fatal. Hacía mucho calor a pesar del aire acondicionado (no funciona correctamente).La iluminación es escasa en todo el apartamento. Hace falta alguna balda en el cuarto de baño,.Por último, tienes que dejar la habitación a las 11 horas y no tienen ningún lugar donde guardarte el equipaje.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches']"
Raquel,España,6.0,Escrito en 5 de mayo de 2024,Se llega fácilmente y está limpio,No tenía agua caliente y nos dieron un apartamento adaptado que se encharcaba el baño completamente…. Tuvimos que quejarnos y nos cambiaron…. Pero no me parece que te den una habitación adaptada para maximizar beneficios….tampoco pudimos hacer el check out más tarde aunque lo ofrecían…. No nos ha gustado… no volveremos a alojarnos en ningún lugar más de esta cadena,"['•Viaje de ocio', '•Pareja', '•Apartamento Estudio', '•Estancia de 4 noches', '•Enviado por móvil']"
Carloseduardorfaria,España,2.0,Escrito en 2 de mayo de 2024,,"ME HAN COBRADO 150 EUROS DE MAS CUANDO SOY CLIENTE HABITUAL, PERO YA HE PUESTO LA RECLAMACION CON BOOKING","['•Viaje de negocios', '•Persona que viaja sola', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche']"
Zoraida,España,6.0,Escrito en 29 de abril de 2024,La ubicación,Nos tocó en un bajo con las ventanas muy sucias,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 2 noches', '•Enviado por móvil']"
Nacho,España,6.0,Escrito en 23 de abril de 2024,"La ubicaciónatenciones con mi perro","No tiene Aire acondicionadoNo hay personal físico y el que está online tarda en responder","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche']"
Daniele2205,España,6.0,Escrito en 22 de abril de 2024,"La limpieza y la atención online del personal, la ubicación del apartamento y la tranquilidad de la zona.","Reservamos una cuna de bebé para dos noches con bastantes días de antelación. Al llegar allí no había cuna disponible, y la primera noche la pasamos sin cuna. La segunda ya sí. Tampoco habían tronas de bebé. Es la primera vez que nos pasa esto y no me parece normal.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
Dmytro,España,2.0,Escrito en 19 de abril de 2024,Good location.,"Colchones muy incómodos, es imposible dormir en ellos. El personal no respondió a nuestra petición de traer mantas para los niños. Nos arruinaron la noche.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 2 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
Javier,España,1.0,Escrito en 16 de abril de 2024,"Totalmente decepcionado, servicio pésimo.",Muy mala atención por parte del personal.,"['•Viaje de negocios', '•Persona que viaja sola', '•Apartamento Estudio', '•Estancia de 1 noche']"
